,date,code,gene_name,file_name,path,sample_code,random_num,data_num
44,20200721,ZGGG,cytb,ZGGG-2020-46_L14995-H16065_C2607.L14995.PW007241092.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-46_L14995-H16065_C2607.L14995.PW007241092.seq,ZGGG-2020-46,11609,ZGGGcytb2020072111609
45,20200721,ZGGG,cytb,ZGGG-2020-02_L14995-H16065_C2607.L14995.PW007241058.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-02_L14995-H16065_C2607.L14995.PW007241058.seq,ZGGG-2020-02,18253,ZGGGcytb2020072118253
46,20200721,ZGGG,cytb,ZGGG-2020-5_L14995-H16065_C2607.L14995.PW007241069.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-5_L14995-H16065_C2607.L14995.PW007241069.seq,ZGGG-2020-5,52010,ZGGGcytb2020072152010
47,20200721,ZGGG,cytb,ZGGG-2020-33_L14995-H16065_C2607.L14995.PW007241126.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-33_L14995-H16065_C2607.L14995.PW007241126.seq,ZGGG-2020-33,66021,ZGGGcytb2020072166021
48,20200721,ZGGG,cytb,ZGGG-2020-85_L14995-H16065_C2607.L14995.PW007241094.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-85_L14995-H16065_C2607.L14995.PW007241094.seq,ZGGG-2020-85,62104,ZGGGcytb2020072162104
49,20200721,ZGGG,cytb,ZGGG-2020-37_L14995-H16065_C2607.L14995.PW007241059.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-37_L14995-H16065_C2607.L14995.PW007241059.seq,ZGGG-2020-37,98212,ZGGGcytb2020072198212
50,20200721,ZGGG,cytb,ZGGG-2020-21_L14995-H16065_C2607.L14995.PW007241118.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-21_L14995-H16065_C2607.L14995.PW007241118.seq,ZGGG-2020-21,58494,ZGGGcytb2020072158494
51,20200721,ZGGG,cytb,ZGGG-2020-13_L14995-H16065_C2607.L14995.PW007241110.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-13_L14995-H16065_C2607.L14995.PW007241110.seq,ZGGG-2020-13,44339,ZGGGcytb2020072144339
52,20200721,ZGGG,cytb,ZGGG-2020-84_L14995-H16065_C2607.L14995.PW007241083.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-84_L14995-H16065_C2607.L14995.PW007241083.seq,ZGGG-2020-84,94593,ZGGGcytb2020072194593
53,20200721,ZGGG,cytb,ZGGG-2020-50_L14995-H16065_C2607.L14995.PW007241119.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-50_L14995-H16065_C2607.L14995.PW007241119.seq,ZGGG-2020-50,47652,ZGGGcytb2020072147652
54,20200721,ZGGG,cytb,ZGGG-2020-41_L14995-H16065_C2607.L14995.PW007241081.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-41_L14995-H16065_C2607.L14995.PW007241081.seq,ZGGG-2020-41,65729,ZGGGcytb2020072165729
55,20200721,ZGGG,cytb,ZGGG-2020-77_L14995-H16065_C2607.L14995.PW007241112.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-77_L14995-H16065_C2607.L14995.PW007241112.seq,ZGGG-2020-77,66628,ZGGGcytb2020072166628
56,20200721,ZGGG,cytb,ZGGG-2020-62_L14995-H16065_C2607.L14995.PW007241082.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-62_L14995-H16065_C2607.L14995.PW007241082.seq,ZGGG-2020-62,89551,ZGGGcytb2020072189551
57,20200721,ZGGG,cytb,ZGGG-2020-52_L14995-H16065_C2607.L14995.PW007241060.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-52_L14995-H16065_C2607.L14995.PW007241060.seq,ZGGG-2020-52,88842,ZGGGcytb2020072188842
58,20200721,ZGGG,cytb,ZGGG-2020-51_L14995-H16065_C2607.L14995.PW007241127.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-51_L14995-H16065_C2607.L14995.PW007241127.seq,ZGGG-2020-51,60752,ZGGGcytb2020072160752
59,20200721,ZGGG,cytb,ZGGG-2020-58_L14995-H16065_C2607.L14995.PW007241071.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-58_L14995-H16065_C2607.L14995.PW007241071.seq,ZGGG-2020-58,95190,ZGGGcytb2020072195190
60,20200721,ZGGG,cytb,ZGGG-2020-47_L14995-H16065_C2607.L14995.PW007241103.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-47_L14995-H16065_C2607.L14995.PW007241103.seq,ZGGG-2020-47,41547,ZGGGcytb2020072141547
61,20200721,ZGGG,cytb,ZGGG-2020-40_L14995-H16065_C2607.L14995.PW007241070.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-40_L14995-H16065_C2607.L14995.PW007241070.seq,ZGGG-2020-40,53818,ZGGGcytb2020072153818
62,20200721,ZGGG,cytb,ZGGG-2020-63_L14995-H16065_C2607.L14995.PW007241093.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/双峰/ZGGG-2020-63_L14995-H16065_C2607.L14995.PW007241093.seq,ZGGG-2020-63,89667,ZGGGcytb2020072189667
116,20200422,ZSPDbs,cytb,ZSPDbs2020-007_L14995-H16065_C2262.L14995.PW004251315.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2020-007_L14995-H16065_C2262.L14995.PW004251315.seq,ZSPDbs2020-007,28744,ZSPDbscytb2020042228744
117,20200422,ZSPDbs,cytb,ZSPDbs2020-010_L14995-H16065_C2262.L14995.PW004251337.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2020-010_L14995-H16065_C2262.L14995.PW004251337.seq,ZSPDbs2020-010,85328,ZSPDbscytb2020042285328
118,20200422,ZSPDbs,cytb,ZSPDbs2020-006_L14995-H16065_C2262.L14995.PW004251303.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2020-006_L14995-H16065_C2262.L14995.PW004251303.seq,ZSPDbs2020-006,99539,ZSPDbscytb2020042299539
119,20200422,ZSPDbs,cytb,ZSPDbs2020-011_L14995-H16065_C2262.L14995.PW004251343.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2020-011_L14995-H16065_C2262.L14995.PW004251343.seq,ZSPDbs2020-011,57503,ZSPDbscytb2020042257503
120,20200422,ZSPDbs,cytb,ZSPDbs2019-372_L14995-H16065_C2262.L14995.PW004251314.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2019-372_L14995-H16065_C2262.L14995.PW004251314.seq,ZSPDbs2019-372,96768,ZSPDbscytb2020042296768
121,20200422,ZSPDbs,cytb,ZSPDbs2020-005_L14995-H16065_C2262.L14995.PW004251291.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2020-005_L14995-H16065_C2262.L14995.PW004251291.seq,ZSPDbs2020-005,68407,ZSPDbscytb2020042268407
122,20200422,ZSPDbs,cytb,ZSPDbs2019-369_L14995-H16065_C2262.L14995.PW004251278.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2019-369_L14995-H16065_C2262.L14995.PW004251278.seq,ZSPDbs2019-369,94895,ZSPDbscytb2020042294895
123,20200422,ZSPDbs,cytb,ZSPDbs2019-371_L14995-H16065_C2262.L14995.PW004251302.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2019-371_L14995-H16065_C2262.L14995.PW004251302.seq,ZSPDbs2019-371,56683,ZSPDbscytb2020042256683
124,20200422,ZSPDbs,cytb,ZSPDbs2020-002_L14995-H16065_C2262.L14995.PW004251336.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2020-002_L14995-H16065_C2262.L14995.PW004251336.seq,ZSPDbs2020-002,31187,ZSPDbscytb2020042231187
125,20200422,ZSPDbs,cytb,ZSPDbs2020-009_L14995-H16065_C2262.L14995.PW004251331.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2020-009_L14995-H16065_C2262.L14995.PW004251331.seq,ZSPDbs2020-009,94118,ZSPDbscytb2020042294118
126,20200422,ZSPDbs,cytb,ZSPDbs2019-373_L14995-H16065_C2262.L14995.PW004251324.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2019-373_L14995-H16065_C2262.L14995.PW004251324.seq,ZSPDbs2019-373,69292,ZSPDbscytb2020042269292
127,20200422,ZSPDbs,cytb,ZSPDbs2020-014_L14995-H16065_C2262.L14995.PW004251304.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2020-014_L14995-H16065_C2262.L14995.PW004251304.seq,ZSPDbs2020-014,47676,ZSPDbscytb2020042247676
128,20200422,ZSPDbs,cytb,ZSPDbs2019-370_L14995-H16065_C2262.L14995.PW004251290.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2019-370_L14995-H16065_C2262.L14995.PW004251290.seq,ZSPDbs2019-370,67308,ZSPDbscytb2020042267308
129,20200422,ZSPDbs,cytb,ZSPDbs2020-001_L14995-H16065_C2262.L14995.PW004251330.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2020-001_L14995-H16065_C2262.L14995.PW004251330.seq,ZSPDbs2020-001,85442,ZSPDbscytb2020042285442
130,20200422,ZSPDbs,cytb,ZSPDbs2020-003_L14995-H16065_C2262.L14995.PW004251342.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2020-003_L14995-H16065_C2262.L14995.PW004251342.seq,ZSPDbs2020-003,93968,ZSPDbscytb2020042293968
131,20200422,ZSPDbs,cytb,ZSPDbs2020-004_L14995-H16065_C2262.L14995.PW004251279.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/良好 16个/ZSPDbs2020-004_L14995-H16065_C2262.L14995.PW004251279.seq,ZSPDbs2020-004,53322,ZSPDbscytb2020042253322
132,20200422,ZSPDbs,cytb,ZSPDbs2020-013_L14995-H16065_C2262.L14995.PW004251292.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/双峰 2个/ZSPDbs2020-013_L14995-H16065_C2262.L14995.PW004251292.seq,ZSPDbs2020-013,98511,ZSPDbscytb2020042298511
133,20200422,ZSPDbs,cytb,ZSPDbs2020-012_L14995-H16065_C2262.L14995.PW004251280.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/cytb/双峰 2个/ZSPDbs2020-012_L14995-H16065_C2262.L14995.PW004251280.seq,ZSPDbs2020-012,99701,ZSPDbscytb2020042299701
134,20200422,ZSPDbs,COI-1,ZSPDbs2019-372_COI-1_C2262.COI-1-bird-F.PW004251316.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/COI/良好 12个/ZSPDbs2019-372_COI-1_C2262.COI-1-bird-F.PW004251316.seq,ZSPDbs2019-372,20690,ZSPDbsCOI-12020042220690
135,20200422,ZSPDbs,COI-1,ZSPDbs2020-010_COI-1_C2262.COI-1-bird-F.PW004251339.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/COI/良好 12个/ZSPDbs2020-010_COI-1_C2262.COI-1-bird-F.PW004251339.seq,ZSPDbs2020-010,31843,ZSPDbsCOI-12020042231843
136,20200422,ZSPDbs,COI-1,ZSPDbs2020-002_COI-1_C2262.COI-1-bird-F.PW004251338.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/COI/良好 12个/ZSPDbs2020-002_COI-1_C2262.COI-1-bird-F.PW004251338.seq,ZSPDbs2020-002,20243,ZSPDbsCOI-12020042220243
137,20200422,ZSPDbs,COI-1,ZSPDbs2019-369_COI-1_C2262.COI-1-bird-F.PW004251281.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/COI/良好 12个/ZSPDbs2019-369_COI-1_C2262.COI-1-bird-F.PW004251281.seq,ZSPDbs2019-369,45352,ZSPDbsCOI-12020042245352
138,20200422,ZSPDbs,COI-1,ZSPDbs2020-011_COI-1_C2262.COI-1-bird-F.PW004251345.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/COI/良好 12个/ZSPDbs2020-011_COI-1_C2262.COI-1-bird-F.PW004251345.seq,ZSPDbs2020-011,87714,ZSPDbsCOI-12020042287714
139,20200422,ZSPDbs,COI-1,ZSPDbs2020-001_COI-1_C2262.COI-1-bird-F.PW004251332.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/COI/良好 12个/ZSPDbs2020-001_COI-1_C2262.COI-1-bird-F.PW004251332.seq,ZSPDbs2020-001,89600,ZSPDbsCOI-12020042289600
140,20200422,ZSPDbs,COI-1,ZSPDbs2020-013_COI-1_C2262.COI-1-bird-F.PW004251295.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/COI/良好 12个/ZSPDbs2020-013_COI-1_C2262.COI-1-bird-F.PW004251295.seq,ZSPDbs2020-013,39372,ZSPDbsCOI-12020042239372
141,20200422,ZSPDbs,COI-1,ZSPDbs2020-006_COI-1_C2262.COI-1-bird-F.PW004251306.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/COI/良好 12个/ZSPDbs2020-006_COI-1_C2262.COI-1-bird-F.PW004251306.seq,ZSPDbs2020-006,49133,ZSPDbsCOI-12020042249133
142,20200422,ZSPDbs,COI-1,ZSPDbs2020-014_COI-1_C2262.COI-1-bird-F.PW004251307.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/COI/良好 12个/ZSPDbs2020-014_COI-1_C2262.COI-1-bird-F.PW004251307.seq,ZSPDbs2020-014,71463,ZSPDbsCOI-12020042271463
143,20200422,ZSPDbs,COI-1,ZSPDbs2020-004_COI-1_C2262.COI-1-bird-F.PW004251282.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/COI/良好 12个/ZSPDbs2020-004_COI-1_C2262.COI-1-bird-F.PW004251282.seq,ZSPDbs2020-004,13482,ZSPDbsCOI-12020042213482
144,20200422,ZSPDbs,COI-1,ZSPDbs2020-003_COI-1_C2262.COI-1-bird-F.PW004251344.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/COI/良好 12个/ZSPDbs2020-003_COI-1_C2262.COI-1-bird-F.PW004251344.seq,ZSPDbs2020-003,18383,ZSPDbsCOI-12020042218383
145,20200422,ZSPDbs,COI-1,ZSPDbs2019-373_COI-1_C2262.COI-1-bird-F.PW004251326.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/COI/良好 12个/ZSPDbs2019-373_COI-1_C2262.COI-1-bird-F.PW004251326.seq,ZSPDbs2019-373,99052,ZSPDbsCOI-12020042299052
146,20200422,ZSPDbs,COI-1,ZSPDbs2020-007_COI-1_C2262.COI-1-bird-F.PW004251317.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/COI/双峰 3个/ZSPDbs2020-007_COI-1_C2262.COI-1-bird-F.PW004251317.seq,ZSPDbs2020-007,16426,ZSPDbsCOI-12020042216426
147,20200422,ZSPDbs,COI-1,ZSPDbs2019-371_COI-1_C2262.COI-1-bird-F.PW004251305.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/COI/双峰 3个/ZSPDbs2019-371_COI-1_C2262.COI-1-bird-F.PW004251305.seq,ZSPDbs2019-371,46715,ZSPDbsCOI-12020042246715
148,20200422,ZSPDbs,COI-1,ZSPDbs2020-005_COI-1_C2262.COI-1-bird-F.PW004251294.seq,bird_strike/20200422上海浦东机场19个样品结果/测序结果/COI/双峰 3个/ZSPDbs2020-005_COI-1_C2262.COI-1-bird-F.PW004251294.seq,ZSPDbs2020-005,98240,ZSPDbsCOI-12020042298240
149,20190910,CSX,COI-2,CSX-2019-001_COI-2_C1705.COI-2-F.PW909180049.seq,bird_strike/20190910长沙黄花机场1个加急样品/测序结果/CSX-2019-001_COI-2_C1705.COI-2-F.PW909180049.seq,CSX-2019-001,32445,CSXCOI-22019091032445
150,20190910,CSX,Vercytb,CSX-2019-001_Vercytb_C1705.Vercytb-F.PW909171118.seq,bird_strike/20190910长沙黄花机场1个加急样品/测序结果/CSX-2019-001_Vercytb_C1705.Vercytb-F.PW909171118.seq,CSX-2019-001,90091,CSXVercytb2019091090091
151,20190910,CSX,cytb,CSX-2019-001_L14995-H16065_C1705.L14995.PW909171116.seq,bird_strike/20190910长沙黄花机场1个加急样品/测序结果/CSX-2019-001_L14995-H16065_C1705.L14995.PW909171116.seq,CSX-2019-001,23475,CSXcytb2019091023475
152,20190910,CSX,ND2,CSX-2019-001_ND2_C1705.L5219.PW909171117.seq,bird_strike/20190910长沙黄花机场1个加急样品/测序结果/CSX-2019-001_ND2_C1705.L5219.PW909171117.seq,CSX-2019-001,41388,CSXND22019091041388
153,20190910,CSX,COI-1,CSX-2019-001_COI-1_C1705.COI-1-bird-F.PW909171114.seq,bird_strike/20190910长沙黄花机场1个加急样品/测序结果/CSX-2019-001_COI-1_C1705.COI-1-bird-F.PW909171114.seq,CSX-2019-001,18661,CSXCOI-12019091018661
