,date,code,gene_name,file_name,path,sample_code,random_num,data_num
10,20200427,ZSHC,COI-1,ZSHC-2020-08_COI-1_C2291.COI-1-bird-F.PW005090018.seq,bird_strike/20200427&20200506潮汕机场2个萧山机场7个样品结果/测序结果/COI/ZSHC-2020-08_COI-1_C2291.COI-1-bird-F.PW005090018.seq,ZSHC-2020-08,11052,ZSHCCOI-12020042711052
11,20200427,ZSHC,COI-1,ZSHC-2020-03_COI-1_C2291.COI-1-bird-F.PW005090031.seq,bird_strike/20200427&20200506潮汕机场2个萧山机场7个样品结果/测序结果/COI/ZSHC-2020-03_COI-1_C2291.COI-1-bird-F.PW005090031.seq,ZSHC-2020-03,74258,ZSHCCOI-12020042774258
12,20210428,ZBAD,COI-1,ZBAD2021-jiaji1_COI-1_C3655.COI-1-bird-R.W105071003.seq,bird_strike/20210428北京大兴机场1个检测结果/测序结果/COI-1/ZBAD2021-jiaji1_COI-1_C3655.COI-1-bird-R.W105071003.seq,ZBAD2021-jiaji1,91829,ZBADCOI-12021042891829
13,20210428,ZBAD,COI-1,ZBAD2021-jiaji1_COI-1_C3655.COI-1-bird-F.W105071002.seq,bird_strike/20210428北京大兴机场1个检测结果/测序结果/COI-1/ZBAD2021-jiaji1_COI-1_C3655.COI-1-bird-F.W105071002.seq,ZBAD2021-jiaji1,49920,ZBADCOI-12021042849920
14,20210428,ZBAD,ND2,ZBAD2021-jiaji1_ND2_C3655.L5219.W105071016.seq,bird_strike/20210428北京大兴机场1个检测结果/测序结果/ND2/ZBAD2021-jiaji1_ND2_C3655.L5219.W105071016.seq,ZBAD2021-jiaji1,24682,ZBADND22021042824682
15,20210428,ZBAD,ND2,ZBAD2021-jiaji1_ND2_C3655.H6313.W105071017.seq,bird_strike/20210428北京大兴机场1个检测结果/测序结果/ND2/ZBAD2021-jiaji1_ND2_C3655.H6313.W105071017.seq,ZBAD2021-jiaji1,30479,ZBADND22021042830479
16,20210428,ZBAD,cytb,ZBAD2021-jiaji1_L14995-H16065_C3655.H16065.W105071001.seq,bird_strike/20210428北京大兴机场1个检测结果/测序结果/Cytb/ZBAD2021-jiaji1_L14995-H16065_C3655.H16065.W105071001.seq,ZBAD2021-jiaji1,13872,ZBADcytb2021042813872
17,20210428,ZBAD,cytb,ZBAD2021-jiaji1_L14995-H16065_C3655.L14995.W105071000.seq,bird_strike/20210428北京大兴机场1个检测结果/测序结果/Cytb/ZBAD2021-jiaji1_L14995-H16065_C3655.L14995.W105071000.seq,ZBAD2021-jiaji1,22615,ZBADcytb2021042822615
18,20210428,ZBAD,Vercytb,ZBAD2021-jiaji1_Vercytb_C3655.Vercytb-F.W105071032.seq,bird_strike/20210428北京大兴机场1个检测结果/测序结果/Vercytb/双峰/ZBAD2021-jiaji1_Vercytb_C3655.Vercytb-F.W105071032.seq,ZBAD2021-jiaji1,93770,ZBADVercytb2021042893770
19,20210428,ZBAD,Vercytb,ZBAD2021-jiaji1_Vercytb_C3655.Vercytb-R.W105071033.seq,bird_strike/20210428北京大兴机场1个检测结果/测序结果/Vercytb/双峰/ZBAD2021-jiaji1_Vercytb_C3655.Vercytb-R.W105071033.seq,ZBAD2021-jiaji1,65482,ZBADVercytb2021042865482
20,20210428,ZBAD,COI-2,ZBAD2021-jiaji1_COI-2_C3655.COI-2-F.W105071018.seq,bird_strike/20210428北京大兴机场1个检测结果/测序结果/COI-2/ZBAD2021-jiaji1_COI-2_C3655.COI-2-F.W105071018.seq,ZBAD2021-jiaji1,56351,ZBADCOI-22021042856351
21,20210428,ZBAD,COI-2,ZBAD2021-jiaji1_COI-2_C3655.COI-2-R.W105071019.seq,bird_strike/20210428北京大兴机场1个检测结果/测序结果/COI-2/ZBAD2021-jiaji1_COI-2_C3655.COI-2-R.W105071019.seq,ZBAD2021-jiaji1,85279,ZBADCOI-22021042885279
22,20200721,ZGGG,ND2,ZGGG-2020-11_ND2_C2607-1.L5219.PW007302740.seq,bird_strike/20200721白云机场28个样品结果/2个补测的样品结果/测序结果/ND2/ZGGG-2020-11_ND2_C2607-1.L5219.PW007302740.seq,ZGGG-2020-11,33882,ZGGGND22020072133882
23,20200721,ZGGG,COI-1,ZGGG-2020-13_COI-1_C2607.COI-1-bird-F.PW007241113.seq,bird_strike/20200721白云机场28个样品结果/测序结果/COI/良好/ZGGG-2020-13_COI-1_C2607.COI-1-bird-F.PW007241113.seq,ZGGG-2020-13,16578,ZGGGCOI-12020072116578
24,20200721,ZGGG,COI-1,ZGGG-2020-85_COI-1_C2607.COI-1-bird-F.PW007241098.seq,bird_strike/20200721白云机场28个样品结果/测序结果/COI/良好/ZGGG-2020-85_COI-1_C2607.COI-1-bird-F.PW007241098.seq,ZGGG-2020-85,12703,ZGGGCOI-12020072112703
25,20200721,ZGGG,COI-1,ZGGG-2020-74_COI-1_C2607.COI-1-bird-F.PW007241107.seq,bird_strike/20200721白云机场28个样品结果/测序结果/COI/良好/ZGGG-2020-74_COI-1_C2607.COI-1-bird-F.PW007241107.seq,ZGGG-2020-74,71429,ZGGGCOI-12020072171429
26,20200721,ZGGG,COI-1,ZGGG-2020-50_COI-1_C2607.COI-1-bird-F.PW007241122.seq,bird_strike/20200721白云机场28个样品结果/测序结果/COI/良好/ZGGG-2020-50_COI-1_C2607.COI-1-bird-F.PW007241122.seq,ZGGG-2020-50,25496,ZGGGCOI-12020072125496
27,20200721,ZGGG,COI-1,ZGGG-2020-78_COI-1_C2607.COI-1-bird-F.PW007241123.seq,bird_strike/20200721白云机场28个样品结果/测序结果/COI/良好/ZGGG-2020-78_COI-1_C2607.COI-1-bird-F.PW007241123.seq,ZGGG-2020-78,13604,ZGGGCOI-12020072113604
28,20200721,ZGGG,COI-1,ZGGG-2020-40_COI-1_C2607.COI-1-bird-F.PW007241074.seq,bird_strike/20200721白云机场28个样品结果/测序结果/COI/良好/ZGGG-2020-40_COI-1_C2607.COI-1-bird-F.PW007241074.seq,ZGGG-2020-40,42444,ZGGGCOI-12020072142444
29,20200721,ZGGG,COI-1,ZGGG-2020-58_COI-1_C2607.COI-1-bird-F.PW007241075.seq,bird_strike/20200721白云机场28个样品结果/测序结果/COI/双峰/ZGGG-2020-58_COI-1_C2607.COI-1-bird-F.PW007241075.seq,ZGGG-2020-58,88578,ZGGGCOI-12020072188578
30,20200721,ZGGG,COI-1,ZGGG-2020-48_COI-1_C2607.COI-1-bird-F.PW007241114.seq,bird_strike/20200721白云机场28个样品结果/测序结果/COI/双峰/ZGGG-2020-48_COI-1_C2607.COI-1-bird-F.PW007241114.seq,ZGGG-2020-48,42734,ZGGGCOI-12020072142734
31,20200721,ZGGG,COI-1,ZGGG-2020-33_COI-1_C2607.COI-1-bird-F.PW007241129.seq,bird_strike/20200721白云机场28个样品结果/测序结果/COI/双峰/ZGGG-2020-33_COI-1_C2607.COI-1-bird-F.PW007241129.seq,ZGGG-2020-33,64517,ZGGGCOI-12020072164517
32,20200721,ZGGG,COI-1,ZGGG-2020-6_COI-1_C2607.COI-1-bird-F.PW007241084.seq,bird_strike/20200721白云机场28个样品结果/测序结果/COI/双峰/ZGGG-2020-6_COI-1_C2607.COI-1-bird-F.PW007241084.seq,ZGGG-2020-6,87830,ZGGGCOI-12020072187830
33,20200721,ZGGG,COI-1,ZGGG-2020-62_COI-1_C2607.COI-1-bird-F.PW007241086.seq,bird_strike/20200721白云机场28个样品结果/测序结果/COI/双峰/ZGGG-2020-62_COI-1_C2607.COI-1-bird-F.PW007241086.seq,ZGGG-2020-62,76969,ZGGGCOI-12020072176969
34,20200721,ZGGG,COI-1,ZGGG-2020-21_COI-1_C2607.COI-1-bird-F.PW007241121.seq,bird_strike/20200721白云机场28个样品结果/测序结果/COI/双峰/ZGGG-2020-21_COI-1_C2607.COI-1-bird-F.PW007241121.seq,ZGGG-2020-21,69694,ZGGGCOI-12020072169694
35,20200721,ZGGG,COI-1,ZGGG-2020-41_COI-1_C2607.COI-1-bird-F.PW007241085.seq,bird_strike/20200721白云机场28个样品结果/测序结果/COI/双峰/ZGGG-2020-41_COI-1_C2607.COI-1-bird-F.PW007241085.seq,ZGGG-2020-41,36172,ZGGGCOI-12020072136172
36,20200721,ZGGG,COI-1,ZGGG-2020-47_COI-1_C2607.COI-1-bird-F.PW007241106.seq,bird_strike/20200721白云机场28个样品结果/测序结果/COI/双峰/ZGGG-2020-47_COI-1_C2607.COI-1-bird-F.PW007241106.seq,ZGGG-2020-47,22440,ZGGGCOI-12020072122440
37,20200721,ZGGG,cytb,ZGGG-2020-6_L14995-H16065_C2607.L14995.PW007241080.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-6_L14995-H16065_C2607.L14995.PW007241080.seq,ZGGG-2020-6,37169,ZGGGcytb2020072137169
38,20200721,ZGGG,cytb,ZGGG-2020-48_L14995-H16065_C2607.L14995.PW007241111.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-48_L14995-H16065_C2607.L14995.PW007241111.seq,ZGGG-2020-48,71802,ZGGGcytb2020072171802
39,20200721,ZGGG,cytb,ZGGG-2020-78_L14995-H16065_C2607.L14995.PW007241120.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-78_L14995-H16065_C2607.L14995.PW007241120.seq,ZGGG-2020-78,55781,ZGGGcytb2020072155781
40,20200721,ZGGG,cytb,ZGGG-2020-74_L14995-H16065_C2607.L14995.PW007241104.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-74_L14995-H16065_C2607.L14995.PW007241104.seq,ZGGG-2020-74,31037,ZGGGcytb2020072131037
41,20200721,ZGGG,cytb,ZGGG-2020-81_L14995-H16065_C2607.L14995.PW007241128.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-81_L14995-H16065_C2607.L14995.PW007241128.seq,ZGGG-2020-81,21437,ZGGGcytb2020072121437
42,20200721,ZGGG,cytb,ZGGG-2020-83_L14995-H16065_C2607.L14995.PW007241072.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-83_L14995-H16065_C2607.L14995.PW007241072.seq,ZGGG-2020-83,69371,ZGGGcytb2020072169371
43,20200721,ZGGG,cytb,ZGGG-2020-7_L14995-H16065_C2607.L14995.PW007241091.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-7_L14995-H16065_C2607.L14995.PW007241091.seq,ZGGG-2020-7,47031,ZGGGcytb2020072147031
44,20200721,ZGGG,cytb,ZGGG-2020-46_L14995-H16065_C2607.L14995.PW007241092.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-46_L14995-H16065_C2607.L14995.PW007241092.seq,ZGGG-2020-46,11609,ZGGGcytb2020072111609
45,20200721,ZGGG,cytb,ZGGG-2020-02_L14995-H16065_C2607.L14995.PW007241058.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-02_L14995-H16065_C2607.L14995.PW007241058.seq,ZGGG-2020-02,18253,ZGGGcytb2020072118253
46,20200721,ZGGG,cytb,ZGGG-2020-5_L14995-H16065_C2607.L14995.PW007241069.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-5_L14995-H16065_C2607.L14995.PW007241069.seq,ZGGG-2020-5,52010,ZGGGcytb2020072152010
47,20200721,ZGGG,cytb,ZGGG-2020-33_L14995-H16065_C2607.L14995.PW007241126.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-33_L14995-H16065_C2607.L14995.PW007241126.seq,ZGGG-2020-33,66021,ZGGGcytb2020072166021
48,20200721,ZGGG,cytb,ZGGG-2020-85_L14995-H16065_C2607.L14995.PW007241094.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-85_L14995-H16065_C2607.L14995.PW007241094.seq,ZGGG-2020-85,62104,ZGGGcytb2020072162104
49,20200721,ZGGG,cytb,ZGGG-2020-37_L14995-H16065_C2607.L14995.PW007241059.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-37_L14995-H16065_C2607.L14995.PW007241059.seq,ZGGG-2020-37,98212,ZGGGcytb2020072198212
50,20200721,ZGGG,cytb,ZGGG-2020-21_L14995-H16065_C2607.L14995.PW007241118.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-21_L14995-H16065_C2607.L14995.PW007241118.seq,ZGGG-2020-21,58494,ZGGGcytb2020072158494
51,20200721,ZGGG,cytb,ZGGG-2020-13_L14995-H16065_C2607.L14995.PW007241110.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-13_L14995-H16065_C2607.L14995.PW007241110.seq,ZGGG-2020-13,44339,ZGGGcytb2020072144339
52,20200721,ZGGG,cytb,ZGGG-2020-84_L14995-H16065_C2607.L14995.PW007241083.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-84_L14995-H16065_C2607.L14995.PW007241083.seq,ZGGG-2020-84,94593,ZGGGcytb2020072194593
53,20200721,ZGGG,cytb,ZGGG-2020-50_L14995-H16065_C2607.L14995.PW007241119.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-50_L14995-H16065_C2607.L14995.PW007241119.seq,ZGGG-2020-50,47652,ZGGGcytb2020072147652
54,20200721,ZGGG,cytb,ZGGG-2020-41_L14995-H16065_C2607.L14995.PW007241081.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-41_L14995-H16065_C2607.L14995.PW007241081.seq,ZGGG-2020-41,65729,ZGGGcytb2020072165729
55,20200721,ZGGG,cytb,ZGGG-2020-77_L14995-H16065_C2607.L14995.PW007241112.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-77_L14995-H16065_C2607.L14995.PW007241112.seq,ZGGG-2020-77,66628,ZGGGcytb2020072166628
56,20200721,ZGGG,cytb,ZGGG-2020-62_L14995-H16065_C2607.L14995.PW007241082.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-62_L14995-H16065_C2607.L14995.PW007241082.seq,ZGGG-2020-62,89551,ZGGGcytb2020072189551
57,20200721,ZGGG,cytb,ZGGG-2020-52_L14995-H16065_C2607.L14995.PW007241060.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-52_L14995-H16065_C2607.L14995.PW007241060.seq,ZGGG-2020-52,88842,ZGGGcytb2020072188842
58,20200721,ZGGG,cytb,ZGGG-2020-51_L14995-H16065_C2607.L14995.PW007241127.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-51_L14995-H16065_C2607.L14995.PW007241127.seq,ZGGG-2020-51,60752,ZGGGcytb2020072160752
59,20200721,ZGGG,cytb,ZGGG-2020-58_L14995-H16065_C2607.L14995.PW007241071.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-58_L14995-H16065_C2607.L14995.PW007241071.seq,ZGGG-2020-58,95190,ZGGGcytb2020072195190
60,20200721,ZGGG,cytb,ZGGG-2020-47_L14995-H16065_C2607.L14995.PW007241103.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-47_L14995-H16065_C2607.L14995.PW007241103.seq,ZGGG-2020-47,41547,ZGGGcytb2020072141547
61,20200721,ZGGG,cytb,ZGGG-2020-40_L14995-H16065_C2607.L14995.PW007241070.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/良好/ZGGG-2020-40_L14995-H16065_C2607.L14995.PW007241070.seq,ZGGG-2020-40,53818,ZGGGcytb2020072153818
62,20200721,ZGGG,cytb,ZGGG-2020-63_L14995-H16065_C2607.L14995.PW007241093.seq,bird_strike/20200721白云机场28个样品结果/测序结果/Cytb/双峰/ZGGG-2020-63_L14995-H16065_C2607.L14995.PW007241093.seq,ZGGG-2020-63,89667,ZGGGcytb2020072189667
63,20201022,ZBAD,COI-1,ZBAD2020-419_COI-1_C3000.COI-1-bird-F.PW010300687.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-419_COI-1_C3000.COI-1-bird-F.PW010300687.seq,ZBAD2020-419,88637,ZBADCOI-12020102288637
64,20201022,ZBAD,COI-1,ZBAD2020-400_COI-1_C3000.COI-1-bird-F.PW010300722.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-400_COI-1_C3000.COI-1-bird-F.PW010300722.seq,ZBAD2020-400,24348,ZBADCOI-12020102224348
65,20201022,ZBAD,COI-1,ZBAD2020-399_COI-1_C3000.COI-1-bird-F.PW010300716.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-399_COI-1_C3000.COI-1-bird-F.PW010300716.seq,ZBAD2020-399,74060,ZBADCOI-12020102274060
66,20201022,ZBAD,COI-1,ZBAD2020-395_COI-1_C3000.COI-1-bird-F.PW010310917.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-395_COI-1_C3000.COI-1-bird-F.PW010310917.seq,ZBAD2020-395,97002,ZBADCOI-12020102297002
67,20201022,ZBAD,COI-1,ZBAD2020-405_COI-1_C3000.COI-1-bird-F.PW010300701.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-405_COI-1_C3000.COI-1-bird-F.PW010300701.seq,ZBAD2020-405,21824,ZBADCOI-12020102221824
68,20201022,ZBAD,COI-1,ZBAD2020-411_COI-1_C3000.COI-1-bird-F.PW010300686.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-411_COI-1_C3000.COI-1-bird-F.PW010300686.seq,ZBAD2020-411,78393,ZBADCOI-12020102278393
69,20201022,ZBAD,COI-1,ZBAD2020-406_COI-1_C3000.COI-1-bird-F.PW010300709.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-406_COI-1_C3000.COI-1-bird-F.PW010300709.seq,ZBAD2020-406,23515,ZBADCOI-12020102223515
70,20201022,ZBAD,COI-1,ZBAD2020-403_COI-1_C3000.COI-1-bird-F.PW010300685.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-403_COI-1_C3000.COI-1-bird-F.PW010300685.seq,ZBAD2020-403,66481,ZBADCOI-12020102266481
71,20201022,ZBAD,COI-1,ZBAD2020-422_COI-1_C3000.COI-1-bird-F.PW010300711.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-422_COI-1_C3000.COI-1-bird-F.PW010300711.seq,ZBAD2020-422,61082,ZBADCOI-12020102261082
72,20201022,ZBAD,COI-1,ZBAD2020-417_COI-1_C3000.COI-1-bird-F.PW010300671.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-417_COI-1_C3000.COI-1-bird-F.PW010300671.seq,ZBAD2020-417,73779,ZBADCOI-12020102273779
73,20201022,ZBAD,COI-1,ZBAD2020-404_COI-1_C3000.COI-1-bird-F.PW010300693.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-404_COI-1_C3000.COI-1-bird-F.PW010300693.seq,ZBAD2020-404,82426,ZBADCOI-12020102282426
74,20201022,ZBAD,COI-1,ZBAD2020-413_COI-1_C3000.COI-1-bird-F.PW010300702.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-413_COI-1_C3000.COI-1-bird-F.PW010300702.seq,ZBAD2020-413,47924,ZBADCOI-12020102247924
75,20201022,ZBAD,COI-1,ZBAD2020-414_COI-1_C3000.COI-1-bird-F.PW010300710.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-414_COI-1_C3000.COI-1-bird-F.PW010300710.seq,ZBAD2020-414,39223,ZBADCOI-12020102239223
76,20201022,ZBAD,COI-1,ZBAD2020-410_COI-1_C3000.COI-1-bird-F.PW010300678.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-410_COI-1_C3000.COI-1-bird-F.PW010300678.seq,ZBAD2020-410,80509,ZBADCOI-12020102280509
77,20201022,ZBAD,COI-1,ZBAD2020-418_COI-1_C3000.COI-1-bird-F.PW010300679.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-418_COI-1_C3000.COI-1-bird-F.PW010300679.seq,ZBAD2020-418,37984,ZBADCOI-12020102237984
78,20201022,ZBAD,COI-1,ZBAD2020-415_COI-1_C3000.COI-1-bird-F.PW010300718.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-415_COI-1_C3000.COI-1-bird-F.PW010300718.seq,ZBAD2020-415,76210,ZBADCOI-12020102276210
79,20201022,ZBAD,COI-1,ZBAD2020-407_COI-1_C3000.COI-1-bird-F.PW010300717.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-407_COI-1_C3000.COI-1-bird-F.PW010300717.seq,ZBAD2020-407,35328,ZBADCOI-12020102235328
80,20201022,ZBAD,COI-1,ZBAD2020-412_COI-1_C3000.COI-1-bird-F.PW010300694.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-412_COI-1_C3000.COI-1-bird-F.PW010300694.seq,ZBAD2020-412,23343,ZBADCOI-12020102223343
81,20201022,ZBAD,COI-1,ZBAD2020-397_COI-1_C3000.COI-1-bird-F.PW010300700.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-397_COI-1_C3000.COI-1-bird-F.PW010300700.seq,ZBAD2020-397,95687,ZBADCOI-12020102295687
82,20201022,ZBAD,COI-1,ZBAD2020-401_COI-1_C3000.COI-1-bird-F.PW010300669.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-401_COI-1_C3000.COI-1-bird-F.PW010300669.seq,ZBAD2020-401,13006,ZBADCOI-12020102213006
83,20201022,ZBAD,COI-1,ZBAD2020-398_COI-1_C3000.COI-1-bird-F.PW010300708.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-398_COI-1_C3000.COI-1-bird-F.PW010300708.seq,ZBAD2020-398,49430,ZBADCOI-12020102249430
84,20201022,ZBAD,COI-1,ZBAD2020-402_COI-1_C3000.COI-1-bird-F.PW010300677.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-402_COI-1_C3000.COI-1-bird-F.PW010300677.seq,ZBAD2020-402,47954,ZBADCOI-12020102247954
85,20201022,ZBAD,COI-1,ZBAD2020-409_COI-1_C3000.COI-1-bird-F.PW010300670.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-409_COI-1_C3000.COI-1-bird-F.PW010300670.seq,ZBAD2020-409,36903,ZBADCOI-12020102236903
86,20201022,ZBAD,COI-1,ZBAD2020-421_COI-1_C3000.COI-1-bird-F.PW010300703.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/COI-1 24个/ZBAD2020-421_COI-1_C3000.COI-1-bird-F.PW010300703.seq,ZBAD2020-421,76331,ZBADCOI-12020102276331
87,20201022,ZBAD,cytb,ZBAD2020-402_L14995-H16065_C3000.L14995.PW010300681.seq,bird_strike/20201022&1023北京大兴机场28&南通机场2个样品检测结果/测序结果/Cytb/良好 24个/ZBAD2020-402_L14995-H16065_C3000.L14995.PW010300681.seq,ZBAD2020-402,43579,ZBADcytb2020102243579
